Q0	'Ndrangheta
Q868	Amr Mohammed Moussa
Q869	Amrik Singh
Q870	Amrinder Singh
Q871	Amrullah Saleh
Q872	América Móvil
Q873	Ana Brnabic
Q874	Ana Vilma de Escobar
Q875	Anadolu News Agency
Q876	Anandiben Patel
Q877	Anas Haqqani
Q878	Anas Khalid Al Saleh
Q879	Anatolian Agency
Q880	Anatoliy Zlenko
Q881	Anatoly Antonov
Q882	Anatoly Borisovich Chubais
Q883	Anatoly Ilich Bibilov
Q884	Anatoly Lebedko
Q885	Anayibe Rojas Valderrama
Q886	Anca Paliu Dragu
Q887	Andean Community
Q888	Anders Breivik
Q889	Anders Fogh Rasmussen
Q890	Andorra
Q891	Andrea Orlando
Q892	Andrea Rocchelli
Q893	Andrei Aleksandrovich Fursenko
Q894	Andrei Belousov
Q895	Andrei Kelin
Q896	Andrei Mironov
Q897	Andrei Nastase
Q898	Andrej Babis
Q899	Andrej Danko
Q900	Andrej Kiska
Q901	Andrej Plenkovic
Q902	Andres Pastrana Arango
Q903	Andrew Chan
Q904	Andrew George
Q905	Andrew Holness
Q906	Andrew Mark Cuomo
Q907	Andrew Mitchell
Q908	Andrew Wilkie
Q909	Andrew Yang
Q910	Andrey Vorobyov
Q911	Andrija Mandić
Q912	Andris Skele
Q913	Andrius Krivas
Q914	Andrius Kubilius
Q915	Andriy Sadovyi
Q916	Andry Rajoelina
Q917	Andrzej Duda
Q918	Andrés Allamand
Q919	Andrés Chadwick
Q920	Andrés Manuel López Obrador
Q921	Andrés Rodríguez
Q922	Andy Burnham
Q923	Angel Luis D'Elia
Q924	Angel de Jesus Pacheco
Q925	Angela Merkel
Q926	Angelina Matise Motshekga
Q927	Angelino Garzón
Q928	Angelo Bagnasco
Q929	Angola
Q930	Angola Telecom
Q931	Angolan Armed Forces
Q932	Angus King
Q933	Anheuser Busch
Q934	Anicet Georges Dologuélé
Q935	Anies Baswedan
Q936	Anil Baijal
Q937	Anisul Huq
Q938	Anjem Choudary
Q939	Ann Linde
Q940	Anna Diamantopoulou
Q941	Anna Hazare
Q942	Annastacia Palaszczuk
Q943	Anne Hidalgo
Q944	Anne W. Patterson
Q945	Annegret Kramp-Karrenbauer
Q946	Annette Lu
Q947	Annick Girardin
Q948	Ansar al-Islam
Q949	Antara News Agency
Q950	Antarctica
Q951	Anthony James Leon
Q952	Anti Defamation League
Q953	Anti Money Laundering Office
Q954	Anti Terror Court (Pakistan)
Q955	Antigua and Barbuda
Q956	Antoine Zahra
Q957	Anton Herashchenko
Q958	Anton Siluanov
Q959	Antonio Garcia
Q960	Antonio Lopez
Q961	Antonio Martínez Luna
Q962	Antonio Roberto Vargas Sanchez
Q963	Antonio Saca
Q964	Antonio Tajani
Q965	Antonio Trillanes
Q966	Antony Harold Curties "Tony" Windsor
Q967	António Luís dos Santos da Costa
Q968	António Manuel de Oliveira Guterres
Q969	António Vitorino
Q970	Anupong Paochinda
Q971	Anwar Al-Awlaki
Q972	Anwar Gargash
Q973	Anwar as-Sadat
Q974	Aníbal Fernández
Q975	Appeals Court (Afghanistan)
Q976	Appeals Court (Algeria)
Q977	Appeals Court (Argentina)
Q978	Appeals Court (Azerbaijan)
Q979	Appeals Court (Bosnia and Herzegovina)
Q980	Appeals Court (Canada)
Q981	Appeals Court (Chile)
Q982	Appeals Court (China)
Q983	Appeals Court (Czech Republic)
Q984	Appeals Court (Egypt)
Q985	Appeals Court (France)
Q986	Appeals Court (Germany)
Q987	Appeals Court (Haiti)
Q988	Appeals Court (Honduras)
Q989	Appeals Court (India)
Q990	Appeals Court (Iraq)
Q991	Appeals Court (Italy)
Q992	Appeals Court (Jordan)
Q993	Appeals Court (Mexico)
Q994	Appeals Court (Montenegro)
Q995	Appeals Court (Morocco)
Q996	Appeals Court (Netherlands)
Q997	Appeals Court (Philippines)
Q998	Appeals Court (Poland)
Q999	Appeals Court (Russia)
Q1000	Appeals Court (Saudi Arabia)
Q1001	Appeals Court (South Korea)
Q1002	Appeals Court (Tunisia)
Q1003	Appeals Court (Turkey)
Q1004	Appeals Court (Ukraine)
Q1005	Appeals Court (United Kingdom)
Q1006	Appeals Court (United States)
Q1007	Appeals Court (Uruguay)
Q1008	Appeals Court (Yemen)
Q1009	Apple Inc.
Q1010	Aql Biltaji
Q1011	Arab American
Q1012	Arab Brazilian Chamber of Commerce
Q1013	Arab Israelis
Q1014	Arab League
Q1015	Arab Maghreb Union
Q1016	Arab Organization for Human Rights
Q1017	Arab Unidentified State Actor
Q1018	Arabela Carreras
Q1019	Araik Arutyunyan
Q1020	Arakan
Q1021	Aram Abrahamyan
Q1022	Ararat Mirzoyan
Q1023	Arayik Harutyunyan
Q1024	Archbishop (Angola)
Q1025	Archbishop (Australia)
Q1026	Archbishop (Belarus)
Q1027	Archbishop (Brazil)
Q1028	Archbishop (Chile)
Q1029	Archbishop (Congo)
Q1030	Archbishop (Croatia)
Q1031	Archbishop (Democratic Republic of Congo)
Q1032	Archbishop (Egypt)
Q1033	Archbishop (El Salvador)
Q1034	Archbishop (Ethiopia)
Q1035	Archbishop (France)
Q1036	Archbishop (Georgia)
Q1037	Archbishop (Germany)
Q1038	Archbishop (Greece)
Q1039	Archbishop (Haiti)
Q1040	Archbishop (Holy See (Vatican City State))
Q1041	Archbishop (India)
Q1042	Archbishop (Jordan)
Q1043	Archbishop (Lebanon)
Q1044	Archbishop (Lithuania)
Q1045	Archbishop (Madagascar)
Q1046	Archbishop (Myanmar)
Q1047	Archbishop (Nicaragua)
Q1048	Archbishop (Nigeria)
Q1049	Archbishop (Poland)
Q1050	Archbishop (South Africa)
Q1051	Archbishop (Sri Lanka)
Q1052	Archbishop (Togo)
Q1053	Archbishop (Turkey)
Q1054	Archbishop (United Kingdom)
Q1055	Archbishop (United States)
Q1056	Archbishop of Athens
Q1057	Archdiocese (Australia)
Q1058	Archdiocese (Cameroon)
Q1059	Archdiocese (Croatia)
Q1060	Archdiocese (Greece)
Q1061	Archdiocese (Holy See (Vatican City State))
Q1062	Archdiocese (Hong Kong)
Q1063	Archdiocese (India)
Q1064	Archdiocese (Ireland)
Q1065	Archdiocese (Italy)
Q1066	Archdiocese (Nigeria)
Q1067	Archdiocese (Philippines)
Q1068	Archdiocese (Russia)
Q1069	Archdiocese (Uganda)
Q1070	Archer Daniels Midland
Q1071	Areeb Majeed
Q1072	Arewa Consultative Forum
Q1073	Argentina
Q1074	Argentine Air Force
Q1075	Argentine Army
Q1076	Argentine Episcopal Conference
Q1077	Argentine Federal Police
Q1078	Argentine Jewish Mutual Association
Q1079	Argentine National Gendarmerie
Q1080	Ariel Henry
Q1081	Arif Alvi
Q1082	Arif Mohammed Khan
Q1083	Arish
Q1084	Aristides Gomes
Q1085	Arjun Munda
Q1086	Arjun Singh
Q1087	Arkady Rotenberg
Q1088	Arlene Foster
Q1089	Armed Band (Afghanistan)
Q1090	Armed Band (Africa)
Q1091	Armed Band (Al Qaeda)
Q1092	Armed Band (Armenia)
Q1093	Armed Band (Azerbaijan)
Q1094	Armed Band (Bangladesh)
Q1095	Armed Band (Brazil)
Q1096	Armed Band (Burkina Faso)
Q1097	Armed Band (Cambodia)
Q1098	Armed Band (Cameroon)
Q1099	Armed Band (Central African Republic)
Q1100	Armed Band (Chad)
Q1101	Armed Band (Chile)
Q1102	Armed Band (Colombia)
Q1103	Armed Band (Congo)
Q1104	Armed Band (Cote d'Ivoire)
Q1105	Armed Band (Czech Republic)
Q1106	Armed Band (Democratic Republic of Congo)
Q1107	Armed Band (Djibouti)
Q1108	Armed Band (Egypt)
Q1109	Armed Band (El Salvador)
Q1110	Armed Band (Eritrea)
Q1111	Armed Band (Ethiopia)
Q1112	Armed Band (France)
Q1113	Armed Band (Germany)
Q1114	Armed Band (Guatemala)
Q1115	Armed Band (Guyana)
Q1116	Armed Band (Haiti)
Q1117	Armed Band (Honduras)
Q1118	Armed Band (India)
Q1119	Armed Band (Indonesia)
Q1120	Armed Band (Iraq)
Q1121	Armed Band (Israel)
Q1122	Armed Band (Lebanon)
Q1123	Armed Band (Libya)
Q1124	Armed Band (Mali)
Q1125	Armed Band (Mexico)
Q1126	Armed Band (Moldova)
Q1127	Armed Band (Morocco)
Q1128	Armed Band (Mozambique)
Q1129	Armed Band (Myanmar)
Q1130	Armed Band (Netherlands)
Q1131	Armed Band (Niger)
Q1132	Armed Band (Nigeria)
Q1133	Armed Band (Pakistan)
Q1134	Armed Band (Palestinian Territory, Occupied)
Q1135	Armed Band (Paraguay)
Q1136	Armed Band (Philippines)
Q1137	Armed Band (Russia)
Q1138	Armed Band (Rwanda)
Q1139	Armed Band (Somalia)
Q1140	Armed Band (South Africa)
Q1141	Armed Band (South Sudan)
Q1142	Armed Band (Spain)
Q1143	Armed Band (Sudan)
Q1144	Armed Band (Switzerland)
Q1145	Armed Band (Syria)
Q1146	Armed Band (Syrian Arab News Agency)
Q1147	Armed Band (Taliban)
Q1148	Armed Band (Turkey)
Q1149	Armed Band (Turkish Kurds)
Q1150	Armed Band (Uganda)
Q1151	Armed Band (Ukraine)
Q1152	Armed Band (United States)
Q1153	Armed Band (Uruguay)
Q1154	Armed Band (Venezuela)
Q1155	Armed Band (Yemen)
Q1156	Armed Band (Zimbabwe)
Q1157	Armed Force (Armed Forces of Ukraine)
Q1158	Armed Force (Armed Forces of the Philippines)
Q1159	Armed Force (Cambodia)
Q1160	Armed Force (Hamas)
Q1161	Armed Force (Libya)
Q1162	Armed Force (Myanmar)
Q1163	Armed Force (North Atlantic Treaty Organization)
Q1164	Armed Force (Philippines)
Q1165	Armed Force (Republic of Artsakh)
Q1166	Armed Force (Sri Lanka)
Q1167	Armed Force (Taliban)
Q1168	Armed Force (Ukraine)
Q1169	Armed Forces for the Defence of Mozambique
Q1170	Armed Forces of Bosnia and Herzegovina
Q1171	Armed Forces of Liberia
Q1172	Armed Forces of Ukraine
Q1173	Armed Forces of the Democratic Republic of Congo
Q1174	Armed Forces of the Islamic Republic of Iran
Q1175	Armed Forces of the Philippines
Q1176	Armed Forces of the Republic of Armenia
Q1177	Armed Forces of the Republic of the Congo
Q1178	Armed Forces of the Russian Federation
Q1179	Armed Gang (Afghanistan)
Q1180	Armed Gang (Africa)
Q1181	Armed Gang (Al Qaeda)
Q1182	Armed Gang (Al-Shabaab)
Q1183	Armed Gang (Algeria)
Q1184	Armed Gang (Australia)
Q1185	Armed Gang (Bangsamoro Islamic Freedom Fighters)
Q1186	Armed Gang (Belarus)
Q1187	Armed Gang (Benin)
Q1188	Armed Gang (Brazil)
Q1189	Armed Gang (Burkina Faso)
Q1190	Armed Gang (Burundi)
Q1191	Armed Gang (Cameroon)
Q1192	Armed Gang (Canada)
Q1193	Armed Gang (Central African Republic)
Q1194	Armed Gang (Chad)
Q1195	Armed Gang (China)
Q1196	Armed Gang (Colombia)
Q1197	Armed Gang (Costa Rica)
Q1198	Armed Gang (Cote d'Ivoire)
Q1199	Armed Gang (Cuba)
Q1200	Armed Gang (Democratic Republic of Congo)
Q1201	Armed Gang (Ecuador)
Q1202	Armed Gang (Egypt)
Q1203	Armed Gang (El Salvador)
Q1204	Armed Gang (Ethiopia)
Q1205	Armed Gang (Fatah)
Q1206	Armed Gang (Finland)
Q1207	Armed Gang (France)
Q1208	Armed Gang (Fula people)
Q1209	Armed Gang (Georgia)
Q1210	Armed Gang (Ghana)
Q1211	Armed Gang (Greece)
Q1212	Armed Gang (Guadeloupe)
Q1213	Armed Gang (Guyana)
Q1214	Armed Gang (Haiti)
Q1215	Armed Gang (Honduras)
Q1216	Armed Gang (Hong Kong)
Q1217	Armed Gang (India)
Q1218	Armed Gang (Indonesia)
Q1219	Armed Gang (Iran)
Q1220	Armed Gang (Iraq)
Q1221	Armed Gang (Ireland)
Q1222	Armed Gang (Islamic State of Iraq and the Levant)
Q1223	Armed Gang (Israel)
Q1224	Armed Gang (Italy)
Q1225	Armed Gang (Jamaica)
Q1226	Armed Gang (Kenya)
Q1227	Armed Gang (Kyrgyzstan)
Q1228	Armed Gang (Lebanon)
Q1229	Armed Gang (Libya)
Q1230	Armed Gang (Malaysia)
Q1231	Armed Gang (Mali)
Q1232	Armed Gang (Mexico)
Q1233	Armed Gang (Morocco)
Q1234	Armed Gang (Netherlands)
Q1235	Armed Gang (New Zealand)
Q1236	Armed Gang (Niger)
Q1237	Armed Gang (Nigeria)
Q1238	Armed Gang (Pakistan)
Q1239	Armed Gang (Palestinian Territory, Occupied)
Q1240	Armed Gang (Papua New Guinea)
Q1241	Armed Gang (Philippines)
Q1242	Armed Gang (Russia)
Q1243	Armed Gang (Saudi Arabia)
Q1244	Armed Gang (Serbia)
Q1245	Armed Gang (Somalia)
Q1246	Armed Gang (South Africa)
Q1247	Armed Gang (South Sudan)
Q1248	Armed Gang (Spain)
Q1249	Armed Gang (Sudan)
Q1250	Armed Gang (Syria)
Q1251	Armed Gang (Taiwan)
Q1252	Armed Gang (Taliban)
Q1253	Armed Gang (Tamil Tigers)
Q1254	Armed Gang (Tanzania)
Q1255	Armed Gang (Thailand)
Q1256	Armed Gang (Trinidad and Tobago)
Q1257	Armed Gang (Tunisia)
Q1258	Armed Gang (Turkey)
Q1259	Armed Gang (Uganda)
Q1260	Armed Gang (Ukraine)
Q1261	Armed Gang (United Kingdom)
Q1262	Armed Gang (United States)
Q1263	Armed Gang (Venezuela)
Q1264	Armed Gang (Yemen)
Q1265	Armed Gang (Zimbabwe)
Q1266	Armed Insurgent (Afghanistan)
Q1267	Armed Insurgent (India)
Q1268	Armed Insurgent (Islamic State of Iraq and the Levant)
Q1269	Armed Insurgent (Myanmar)
Q1270	Armed Insurgent (Philippines)
Q1271	Armed Insurgent Group (Myanmar)
Q1272	Armed Opposition (Afghanistan)
Q1273	Armed Opposition (Brazil)
Q1274	Armed Opposition (Burkina Faso)
Q1275	Armed Opposition (Colombia)
Q1276	Armed Opposition (Democratic Republic of Congo)
Q1277	Armed Opposition (Ethiopia)
Q1278	Armed Opposition (Haiti)
Q1279	Armed Opposition (India)
Q1280	Armed Opposition (Iraq)
Q1281	Armed Opposition (Israel)
Q1282	Armed Opposition (Lebanon)
Q1283	Armed Opposition (Libya)
Q1284	Armed Opposition (Mali)
Q1285	Armed Opposition (Mexico)
Q1286	Armed Opposition (Niger)
Q1287	Armed Opposition (Nigeria)
Q1288	Armed Opposition (Pakistan)
Q1289	Armed Opposition (Palestinian Territory, Occupied)
Q1290	Armed Opposition (Philippines)
Q1291	Armed Opposition (Syria)
Q1292	Armed Opposition (Turkey)
Q1293	Armed Rebel (Aam Aadmi Party)
Q1294	Armed Rebel (Afghanistan)
Q1295	Armed Rebel (Al-Shabaab)
Q1296	Armed Rebel (Algeria)
Q1297	Armed Rebel (Allied Democratic Forces)
Q1298	Armed Rebel (Australia)
Q1299	Armed Rebel (Bangsamoro Islamic Freedom Fighters)
Q1300	Armed Rebel (Bharatiya Janata)
Q1301	Armed Rebel (Burkina Faso)
Q1302	Armed Rebel (Cameroon)
Q1303	Armed Rebel (Central African Republic)
Q1304	Armed Rebel (Chad)
Q1305	Armed Rebel (Colombia)
Q1306	Armed Rebel (Congo)
Q1307	Armed Rebel (Conservative Party)
Q1308	Armed Rebel (Cuba)
Q1309	Armed Rebel (Democratic Forces for the Liberation of Rwanda)
Q1310	Armed Rebel (Democratic Republic of Congo)
Q1311	Armed Rebel (Ethiopia)
Q1312	Armed Rebel (France)
Q1313	Armed Rebel (Holy See (Vatican City State))
Q1314	Armed Rebel (Houthis)
Q1315	Armed Rebel (India)
Q1316	Armed Rebel (Indian Administered Kashmir)
Q1317	Armed Rebel (Indonesia)
Q1318	Armed Rebel (Iran)
Q1319	Armed Rebel (Iranian Kurds)
Q1320	Armed Rebel (Iraq)
Q1321	Armed Rebel (Iraqi Kurds)
Q1322	Armed Rebel (Italy)
Q1323	Armed Rebel (Jordan)
Q1324	Armed Rebel (Kachin Independence Army)
Q1325	Armed Rebel (Kurdistan Workers' Party)
Q1326	Armed Rebel (Liberia)
Q1327	Armed Rebel (Libya)
Q1328	Armed Rebel (Morocco)
Q1329	Armed Rebel (Mozambique)
Q1330	Armed Rebel (Myanmar)
Q1331	Armed Rebel (National Democratic Front)
Q1332	Armed Rebel (National Liberation Army)
Q1333	Armed Rebel (National Salvation Front)
Q1334	Armed Rebel (Nepal)
Q1335	Armed Rebel (New People's Army)
Q1336	Armed Rebel (Niger)
Q1337	Armed Rebel (Nigeria)
Q1338	Armed Rebel (Oromo Liberation Front)
Q1339	Armed Rebel (Pakistan)
Q1340	Armed Rebel (Papua New Guinea)
Q1341	Armed Rebel (Philippines)
Q1342	Armed Rebel (Poland)
Q1343	Armed Rebel (Revolutionary Armed Forces of Colombia)
Q1344	Armed Rebel (Russia)
Q1345	Armed Rebel (Rwanda)
Q1346	Armed Rebel (Rwandan Patriotic Front)
Q1347	Armed Rebel (Saudi Arabia)
Q1348	Armed Rebel (Serbia)
Q1349	Armed Rebel (Somalia)
Q1350	Armed Rebel (South Sudan)
Q1351	Armed Rebel (Spain)
Q1352	Armed Rebel (Sudan)
Q1353	Armed Rebel (Syria)
Q1354	Armed Rebel (Taliban)
Q1355	Armed Rebel (Tigray-Tigrinya)
Q1356	Armed Rebel (Turkey)
Q1357	Armed Rebel (Turkish Kurds)
Q1358	Armed Rebel (Uganda)
Q1359	Armed Rebel (Ukraine)
Q1360	Armed Rebel (United Kingdom)
Q1361	Armed Rebel (Yemen)
Q1362	Armed Separatist (Cameroon)
Q1363	Armed Separatist (China)
Q1364	Armed Separatist (India)
Q1365	Armed Separatist (Indonesia)
Q1366	Armed Separatist (Libération)
Q1367	Armed Separatist (Namibia)
Q1368	Armed Separatist (National Liberation Army)
Q1369	Armed Separatist (Sahrawi people)
Q1370	Armed Separatist (Somalia)
Q1371	Armed Separatist (Sudan)
Q1372	Armed Separatist (Taiwan)
Q1373	Armed Separatist (Tigray-Tigrinya)
Q1374	Armed Separatist (Ukraine)
Q1375	Armed Separatist (United Liberation Force of Assam)
Q1376	Armed Separatist (West Papua)
Q1377	Armed Services Deserter (Brazil)
Q1378	Armed Services Deserter (Democratic Republic of Congo)
Q1379	Armed Services Deserter (India)
Q1380	Armed Services Deserter (Niger)
Q1381	Armed Services Deserter (Somalia)
Q1382	Armen Ashotyan
Q1383	Armen Darbinyan
Q1384	Armen Gevorgyan
Q1385	Armen Sarkisyan
Q1386	Armenia
Q1387	Armenian Army
Q1388	Armenian National Congress
Q1389	Armenian Revolutionary Federation
Q1390	Armenpress
Q1391	Army Chief of Staff (Croatia)
Q1392	Army Chief of Staff (France)
Q1393	Army Chief of Staff (Guyana)
Q1394	Army Chief of Staff (Indonesia)
Q1395	Army Chief of Staff (Iran)
Q1396	Army Chief of Staff (Iraq)
Q1397	Army Chief of Staff (Israel)
Q1398	Army Chief of Staff (Jordan)
Q1399	Army Chief of Staff (Liberia)
Q1400	Army Chief of Staff (Pakistan)
Q1401	Army Chief of Staff (Rwanda)
Q1402	Army Chief of Staff (South Korea)
Q1403	Army Intelligence (Lebanon)
Q1404	Army Intelligence (Philippines)
Q1405	Army National Guard (Bahrain)
Q1406	Army National Guard (Colombia)
Q1407	Army National Guard (Croatia)
Q1408	Army National Guard (Gambia)
Q1409	Army National Guard (Latvia)
Q1410	Army National Guard (Mali)
Q1411	Army National Guard (Mexico)
Q1412	Army National Guard (Pakistan)
Q1413	Army National Guard (Russia)
Q1414	Army National Guard (Tunisia)
Q1415	Army National Guard (Ukraine)
Q1416	Army National Guard (United States)
Q1417	Army National Guard (Uzbekistan)
Q1418	Army National Guard (Venezuela)
Q1419	Army Personnel (Afghanistan)
Q1420	Army Personnel (Algeria)
Q1421	Army Personnel (Armenia)
Q1422	Army Personnel (Bangladesh)
Q1423	Army Personnel (Brazil)
Q1424	Army Personnel (Chad)
Q1425	Army Personnel (China)
Q1426	Army Personnel (Ethiopia)
Q1427	Army Personnel (France)
Q1428	Army Personnel (Gambia)
Q1429	Army Personnel (India)
Q1430	Army Personnel (Indian Administered Kashmir)
Q1431	Army Personnel (Indonesia)
Q1432	Army Personnel (Israel)
Q1433	Army Personnel (Jordan)
Q1434	Army Personnel (Lebanon)
Q1435	Army Personnel (Myanmar)
Q1436	Army Personnel (Nigeria)
Q1437	Army Personnel (Pakistan)
Q1438	Army Personnel (Philippines)
Q1439	Army Personnel (Russia)
Q1440	Army Personnel (Somalia)
Q1441	Army Personnel (Sri Lanka)
Q1442	Army Personnel (Syria)
Q1443	Army Personnel (Tanzania)
Q1444	Army Personnel (Thailand)
Q1445	Army Personnel (Turkey)
Q1446	Army Personnel (Uganda)
Q1447	Army Personnel (Ukraine)
Q1448	Army Personnel (United Kingdom)
Q1449	Arnold Schwarzenegger
Q1450	Arnoldo Alemán
Q1451	Arsen Avakov
Q1452	Arseniy Yatsenyuk
Q1453	Arthur Mutambara
Q1454	Arthur Peter Mutharika
Q1455	Artis Pabriks
Q1456	Arturo Armando Molina
Q1457	Arturo Herrera Gutiérrez
Q1458	Arturo Montiel Rojas
Q1459	Arturo Murillo
Q1460	Arturo Zaldívar Lelo de Larrea
Q1461	Aruba
Q1462	Arun Jaitley
Q1463	Arun K. Singh
Q1464	Arvind Kejriwal
Q1465	Arvind Singh
Q1466	Aryeh Deri
Q1467	Arzu TV
Q1468	As'ad Mustafa
Q1469	Asa'ib Ahl al-Haq
Q1470	Asad Qaiser
Q1471	Asad Umar
Q1472	Asadullah Khalid
Q1473	Asaduzzaman Khan
Q1474	Asahi Shimbun
Q1475	Asfandyar Wali Khan
Q1476	Ashni Singh
Q1477	Ashok Chavan
Q1478	Ashok Gehlot
Q1479	Ashok Kumar
Q1480	Ashok Singh
Q1481	Ashoka Road
Q1482	Ashraf El-Araby
Q1483	Ashraf Ghani Ahmadzai
Q1484	Ashraf Hatem
Q1485	Ashraf Rifi
Q1486	Ashraf al-Qudra
Q1487	Ashwani Kumar
Q1488	Asia-Pacific Economic Cooperation
Q1489	Asian Development Bank
Q1490	Asiana Airlines
Q1491	Asif Ali Zardari
Q1492	Askar Akayev
Q1493	Askar Mamin
Q1494	Aslan Bjania
Q1495	Asma al-Assad
Q1496	Asmelash Woldeselassie
Q1497	Aso Taro
Q1498	Asom Gana Parishad
Q1499	Assam Rifles
Q1500	Assemblies (Afghanistan)
Q1501	Assemblies (Algeria)
Q1502	Assemblies (Angola)
Q1503	Assemblies (Argentina)
Q1504	Assemblies (Armenia)
Q1505	Assemblies (Belarus)
Q1506	Assemblies (Belize)
Q1507	Assemblies (Benin)
Q1508	Assemblies (Bulgaria)
Q1509	Assemblies (Burkina Faso)
Q1510	Assemblies (Cambodia)
Q1511	Assemblies (Canada)
Q1512	Assemblies (Cape Verde)
Q1513	Assemblies (Central African Republic)
Q1514	Assemblies (Chad)
Q1515	Assemblies (Congo)
Q1516	Assemblies (Cote d'Ivoire)
Q1517	Assemblies (Croatia)
Q1518	Assemblies (Cuba)
Q1519	Assemblies (Democratic Republic of Congo)
Q1520	Assemblies (Ecuador)
Q1521	Assemblies (El Salvador)
Q1522	Assemblies (France)
Q1523	Assemblies (Gambia)
Q1524	Assemblies (Ghana)
Q1525	Assemblies (India)
Q1526	Assemblies (Jordan)
Q1527	Assemblies (Kazakhstan)
Q1528	Assemblies (Kenya)
Q1529	Assemblies (Kuwait)
Q1530	Assemblies (Laos)
Q1531	Assemblies (Lithuania)
Q1532	Assemblies (Malawi)
Q1533	Assemblies (Malaysia)
Q1534	Assemblies (Mauritania)
Q1535	Assemblies (Morocco)
Q1536	Assemblies (Myanmar)
Q1537	Assemblies (Namibia)
Q1538	Assemblies (National Assembly of Venezuela)
Q1539	Assemblies (New Zealand)
Q1540	Assemblies (Nicaragua)
Q1541	Assemblies (Nigeria)
Q1542	Assemblies (North Korea)
Q1543	Assemblies (Pakistan)
Q1544	Assemblies (Russia)
Q1545	Assemblies (Senegal)
Q1546	Assemblies (Slovenia)
Q1547	Assemblies (South Africa)
Q1548	Assemblies (South Korea)
Q1549	Assemblies (Spain)
Q1550	Assemblies (Tanzania)
Q1551	Assemblies (Thailand)
Q1552	Assemblies (Togo)
Q1553	Assemblies (Turkey)
Q1554	Assemblies (United Kingdom)
Q1555	Assemblies (Venezuela)
Q1556	Assemblies (Vietnam)
Q1557	Assemblies (Zimbabwe)
Q1558	Assembly of Experts
Q1559	Assembly of the Republic
Q1560	Assembly of the Union (Belarus)
Q1561	Assistance Association for Political Prisoners
Q1562	Associate Justice (Liberia)
Q1563	Associate Justice (Philippines)
Q1564	Associated Press
Q1565	Association of American Publishers
Q1566	Association of Southeast Asian Nations
Q1567	Astrazeneca
Q1568	Asturias
Q1569	Asylum Seeker (Afghanistan)
Q1570	Asylum Seeker (Australia)
Q1571	Asylum Seeker (Congo)
Q1572	Asylum Seeker (Costa Rica)
Q1573	Asylum Seeker (Croatia)
Q1574	Asylum Seeker (France)
Q1575	Asylum Seeker (Germany)
Q1576	Asylum Seeker (Indonesia)
Q1577	Asylum Seeker (Iran)
Q1578	Asylum Seeker (Iraq)
Q1579	Asylum Seeker (Libya)
Q1580	Asylum Seeker (Lithuania)
Q1581	Asylum Seeker (Malawi)
Q1582	Asylum Seeker (Mexico)
Q1583	Asylum Seeker (Middle East)
Q1584	Asylum Seeker (New Zealand)
Q1585	Asylum Seeker (Nigeria)
Q1586	Asylum Seeker (Rwanda)
Q1587	Asylum Seeker (South Korea)
Q1588	Asylum Seeker (Sri Lanka)
Q1589	Asylum Seeker (Sudan)
Q1590	Asylum Seeker (Syria)
Q1591	Asylum Seeker (Tunisia)
Q1592	Asylum Seeker (Turkey)
Q1593	Asylum Seeker (United Kingdom)
Q1594	Asylum Seeker (Uruguay)
Q1595	Asylum Seeker (Yemen)
Q1596	Ata Meken
Q1597	Atacama
Q1598	Atal Bihari Vajpayee
Q1599	Atheel al-Nujaifi
Q1600	Atiku Abubakar
Q1601	Atinderpal Singh
Q1602	Atkins
Q1603	Atlantic Council
Q1604	Atom Janjughazyan
Q1605	Atomic Energy Commission
Q1606	Atomic Energy Committee (India)
Q1607	Atomic Energy Organization of Iran
Q1608	Atta Mohammed Nur
Q1609	Attack Craft (Afghanistan)
Q1610	Attack Craft (Belarus)
Q1611	Attack Craft (Bulgaria)
Q1612	Attack Craft (Iraq)
Q1613	Attack Craft (Israel)
Q1614	Attack Craft (Italy)
Q1615	Attack Craft (Nigeria)
Q1616	Attack Craft (Palestinian Territory, Occupied)
Q1617	Attack Craft (Russia)
Q1618	Attack Craft (Saudi Arabia)
Q1619	Attack Craft (United States)
Q1620	Attack Helicopter (Nigeria)
Q1621	Attack Helicopter (Palestinian Territory, Occupied)
Q1622	Attack Helicopter (Philippines)
